Company,Month,Service,Campaign,Paid,Percent,Spend,Spent,Impressions,Clicks,CRT
ASP Pools ,JULY,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
Avery Roof Services,JULY,Roofing,Display,0,0.3,0,0,0,0,0
Bennie Smith Funeral Homes,JULY,Funeral,Display,1000,0.3,300,362.75,109998,0,0
Beracah Homes,JULY,Housing,Display,1100,0.3,330,346.64,120016,0,0
Bethany Church,JULY,Church & School,Display,2000,0.3,600,0,0,0,0
Brothers Gutters,JULY,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Butts Mill Farm ,JULY,,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,JULY,"Plumbing, HVAC",Display,1000,0.3,300,316.34,110001,0,0
Cheap Cheap Trees,JULY,,Display,0,0.3,0,0,0,0,0
Childress Dental,JULY,Dentist,Display,500,0.3,150,29.7,24744,90,0.003637245
Chris Moore Roofing,JULY,Roofing,Display,350,0.3,105,128.8,45002,0,0
Claim Adjusters,JULY,,Display,0,0.3,0,0,0,0,0
Cofield Comfort Systems,JULY,HVAC,Display,500,0.3,150,114.18,39484,0,0
Columbus Hospice,JULY,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,JULY,Church & School,Display,436.35,0.3,130.905,172.84,60004,0,0
Complete Tire,JULY,Tire & Auto,Display,1000,0.3,300,321.69,110003,0,0
Containers by Reaves,JULY,Waste Management,Display,500,0.3,150,49.33,67554,198,0.002930989
Custom Home Furniture,JULY,,Display,0,0.3,0,0,0,0,0
Custom Home Sleep Shop,JULY,,Display,0,0.3,0,0,0,0,0
Daniel Appliance,JULY,Appliance,Display,0,0.3,0,0,0,0,0
Dentistry for Children,JULY,Dentist,Display,500,0.3,150,163.01,55000,0,0
Desert Steel,JULY,Retail,Display,0,0.3,0,2016.12,693158,0,0
Do It Yourself Pest Control,JULY,,Display,0,0.3,0,0,0,0,0
Economy Air,JULY,HVAC,Display,500,0.3,150,126.25,82578,214,0.002591489
Elements Lawn & Pest,JULY,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
E&S Clothing Warehouse,JULY,,Display,0,0.3,0,0,0,0,0
Five Star Painting ,JULY,,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,JULY,Tree Service,Display,0,0.3,0,0.17,84,1,0.011904762
Green Team Dumpster Rentals,JULY,Waste Management,Display,250,0.3,75,0,0,0,0
Hinson Galleries,JULY,Furniture,Display,600,0.3,180,183.82,66000,0,0
iAct BIO Pediactric Diabetes Mellitus,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Cardiomyopathy Trial,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Celiac Disease,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Incyte Ped Eczema,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer Two,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Galera Oral Mucositis,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Skin Infection,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pfizer AD ,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Ulcerative Colitis ,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Ulcerative Shire,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Vivus Adolescent Obes,JULY,Clinical Trials,Display,0,0.3,0,0,0,0,0
JAE of America,JULY,,Display,0,0.3,0,0,0,0,0
Law Office of Shanna Rose,JULY,,Display,0,0.3,0,0,0,0,0
Magic Bubbles,JULY,Cleaning,Display,0,0.3,0,0,0,0,0
Marty Rae's Furniture,JULY,Furniture,Display,1800,0.3,540,554.45,192984,0,0
Maps.org,JULY,Roofing,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,JULY,Roofing,Display,250,0.3,75,56.89,28775,99,0.003440487
Martin Brothers Body Works,JULY,Tire & Auto,Display,0,0.3,0,0,0,0,0
McGuire's Portable Buildings,JULY,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,JULY,Medical,Display,375,0.3,112.5,134.22,63350,220,0.00347277
Mikata Japanese Restaurant,JULY,Restaurant,Display,0,0.3,0,0,0,0,0
Mold Zero,JULY,Home Improvement,Display,600,0.3,180,187.47,66000,0,0
NATSB,JULY,Employment,Display,0,0.3,0,0,0,0,0
Northridge Vet,JULY,Veterinary,Display,0,0.3,0,0,0,0,0
Overby Company,JULY,Office Supply,Display,400,0.3,120,128.65,50529,109,0.002157177
Overby Company,JULY,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,JULY,Garage Door,Display,0,0.3,0,0,0,0,0
Parkside Dental,JULY,Dentist,Display,500,0.3,150,110.3,51641,177,0.003427509
Pink Monarch,JULY,Medical,Display,560,0.3,168,83.04,59006,222,0.003762329
Piano Crafters,JULY,Retail,Display,0,0.3,0,0,0,0,0
Platinum Roofing ,JULY,,Display,0,0.3,0,0,0,0,0
PRMC,JULY,Real Estate,Display,500,0.3,150,160.46,55001,0,0
ProGuard 562,JULY,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Ragan Grading & Septic,JULY,Plumbing,Display,500,0.3,150,152.43,50954,0,0
Reliance Home Services,JULY,Roofing & HVAC,Display,1000,0.3,300,8.55,3116,0,0
Reliable Pool Enclosures,JULY,,Display,0,0.3,0,0,0,0,0
Rosenfelds Deli,JULY,Restaurant,Display,850,0.3,255,263.48,93003,0,0
Servpro CDW,JULY,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",JULY,,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,JULY,Restoration & Cleaning,Display,300,0.3,90,62.51,37841,137,0.003620412
Shred A Way,JULY,Office Supply,Display,400,0.3,120,61.47,68568,43,0.000627115
Shred A Way,JULY,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,JULY,Tire & Auto,Display,0,0.3,0,0,0,0,0
Southern Scarlett,JULY,Retail,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,JULY,Church & School,Display,500,0.3,150,154.39,55001,0,0
Synovus Minority Birmingham,JULY,Banking,Display,900,0.3,270,312.98,117092,85,0.000725925
Synovus Minority Naples,JULY,Banking,Display,900,0.3,270,325.17,107658,17,0.000157907
Synovus Minority Atlanta,JULY,Banking,Display,900,0.3,270,335.92,128276,100,0.000779569
Synovus Minority Sarasota,JULY,Banking,Display,900,0.3,270,265.61,106103,68,0.000640887
Synovus Minority Mobile,JULY,Banking,Display,900,0.3,270,306.88,110197,73,0.00066245
Synovus Minority Orlando,JULY,Banking,Display,900,0.3,270,248.07,115244,113,0.000980528
Synovus Minority Cape Coral,JULY,Banking,Display,900,0.3,270,325.55,110219,44,0.000399205
Synovus Minority Hilton Head,JULY,Banking,Display,900,0.3,270,329.46,111929,11,9.83E-05
Synovus Albany Branding ,JULY,Banking,Display,800,0.3,240,375.14,299026,647,0.002163691
Synovus Mobile Branding ,JULY,Banking,Display,600,0.3,180,133.69,107011,127,0.001186794
Synovus Tifton Branding ,JULY,Banking,Display,600,0.3,180,191.96,124894,314,0.002514132
Synovus Sarasota Branding,JULY,Banking,Display,0,0.3,0,16.54,8607,0,0
Synovus Warner Robins Branding ,JULY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Valdosta Branding ,JULY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Caribbean ,JULY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Wellington ,JULY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,JULY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,JULY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Sarasota ,JULY,Banking,Display,0,0.3,0,0,0,0,0
The Roofing Guys,JULY,Roofing,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,JULY,Tire & Auto,Display,1700,0.3,510,376.54,223881,615,0.002746995
Tyler Home Improvement,JULY,Home Improvement,Display,0,0.3,0,0,0,0,0
Tuscan Rose Vineyards,JULY,Winery,Display,0,0.3,0,0,0,0,0
Warrior Restoration,JULY,Buildings,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,JULY,Medical,Display,1100,0.3,330,350.42,121005,0,0
ACE Air ,JUNE,HVAC,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,JUNE,Dentist,Display,900,0.3,270,191.4,111497,348,0.00312116
AirLogic,JUNE,HVAC,Display,0,0.3,0,0,0,0,0
Aletheia Digital,JUNE,Marketing,Display,0,0.3,0,0,0,0,0
ASP Pools ,JUNE,Landscaping & Pools,Display,700,0.3,210,247.32,158190,158,0.000998799
Avery Roof Services,JUNE,Roofing,Display,0,0.3,0,0,0,0,0
Bennie Smith Funeral Homes,JUNE,Funeral,Display,1000,0.3,300,343.89,106341,158,0.001485786
Beracah Homes,JUNE,Housing,Display,1100,0.3,330,327.91,115953,158,0.001362621
Bethany Church,JUNE,Church & School,Display,2000,0.3,600,0,0,0,0
Brothers Gutters,JUNE,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Butts Mill Farm ,JUNE,,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,JUNE,"Plumbing, HVAC",Display,1000,0.3,300,306.59,106327,215,0.002022064
Cheap Cheap Trees,JUNE,,Display,0,0.3,0,0,0,0,0
Childress Dental,JUNE,Dentist,Display,500,0.3,150,67.79,61685,157,0.002545189
Chris Moore Roofing,JUNE,Roofing,Display,350,0.3,105,122.37,43492,63,0.001448542
Claim Adjusters,JUNE,,Display,0,0.3,0,0,0,0,0
Cofield Comfort Systems,JUNE,HVAC,Display,500,0.3,150,143.83,53161,106,0.001993943
Columbus Hospice,JUNE,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,JUNE,Church & School,Display,400,0.3,120,148.46,53168,90,0.001692748
Complete Tire,JUNE,Tire & Auto,Display,1000,0.3,300,286.25,103979,138,0.001327191
Containers by Reaves,JUNE,Waste Management,Display,500,0.3,150,66.69,78465,194,0.00247244
Custom Home Furniture,JUNE,,Display,0,0.3,0,0,0,0,0
Custom Home Sleep Shop,JUNE,,Display,0,0.3,0,0,0,0,0
Daniel Appliance,JUNE,Appliance,Display,0,0.3,0,0,0,0,0
Dentistry for Children,JUNE,Dentist,Display,500,0.3,150,154.99,52863,117,0.002213268
Desert Steel,JUNE,Retail,Display,0,0.3,0,958.57,328725,101,0.000307248
Do It Yourself Pest Control,JUNE,,Display,0,0.3,0,0,0,0,0
Economy Air,JUNE,HVAC,Display,500,0.3,150,207.99,20722,79,0.003812373
Elements Lawn & Pest,JUNE,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
E&S Clothing Warehouse,JUNE,,Display,0,0.3,0,0,0,0,0
Five Star Painting ,JUNE,,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,JUNE,Tree Service,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,JUNE,Waste Management,Display,250,0.3,75,56.62,30718,107,0.0034833
Hinson Galleries,JUNE,Furniture,Display,600,0.3,180,181.23,63799,99,0.001551748
iAct BIO Pediactric Diabetes Mellitus,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Cardiomyopathy Trial,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Celiac Disease,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Incyte Ped Eczema,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer Two,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Galera Oral Mucositis,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Skin Infection,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pfizer AD ,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Ulcerative Colitis ,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Ulcerative Shire,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Vivus Adolescent Obes,JUNE,Clinical Trials,Display,0,0.3,0,0,0,0,0
JAE of America,JUNE,,Display,0,0.3,0,0,0,0,0
Law Office of Shanna Rose,JUNE,,Display,0,0.3,0,0,0,0,0
Magic Bubbles,JUNE,Cleaning,Display,0,0.3,0,0,0,0,0
Marty Rae's Furniture,JUNE,Furniture,Display,1800,0.3,540,496.55,173359,279,0.001609377
Maps.org,JUNE,Roofing,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,JUNE,Roofing,Display,2000,0.3,600,103.02,70688,173,0.002447374
Martin Brothers Body Works,JUNE,Tire & Auto,Display,0,0.3,0,0,0,0,0
McGuire's Portable Buildings,JUNE,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,JUNE,Medical,Display,375,0.3,112.5,178.81,72957,314,0.004303905
Mikata Japanese Restaurant,JUNE,Restaurant,Display,0,0.3,0,0,0,0,0
Mold Zero,JUNE,Home Improvement,Display,1750,0.3,525,257.03,92157,116,0.001258722
NATSB,JUNE,Employment,Display,0,0.3,0,0,0,0,0
Northridge Vet,JUNE,Veterinary,Display,0,0.3,0,0,0,0,0
Overby Company,JUNE,Office Supply,Display,400,0.3,120,194.7,45322,126,0.002780107
Overby Company,JUNE,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,JUNE,Garage Door,Display,0,0.3,0,0,0,0,0
Parkside Dental,JUNE,Dentist,Display,500,0.3,150,93.2,48856,131,0.002681349
Pink Monarch,JUNE,Medical,Display,560,0.3,168,98.09,56947,191,0.003353996
Piano Crafters,JUNE,Retail,Display,0,0.3,0,0,0,0,0
Platinum Roofing ,JUNE,,Display,0,0.3,0,0,0,0,0
PRMC,JUNE,Real Estate,Display,0,0.3,0,0,0,0,0
ProGuard 562,JUNE,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Ragan Grading & Septic,JUNE,Plumbing,Display,500,0.3,150,180.33,60701,147,0.002421706
Reliance Home Services,JUNE,Roofing & HVAC,Display,1000,0.3,300,297.02,107332,151,0.00140685
Reliable Pool Enclosures,JUNE,,Display,0,0.3,0,0,0,0,0
Rosenfelds Deli,JUNE,Restaurant,Display,850,0.3,255,258.04,89840,140,0.001558326
Servpro CDW,JUNE,Restoration & Cleaning,Display,2800,0.3,840,334.26,295778,1136,0.003840718
"Servpro Harris, Meriwether, & Stewart",JUNE,,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,JUNE,Restoration & Cleaning,Display,300,0.3,90,58.13,30316,107,0.003529489
Shred A Way,JUNE,Office Supply,Display,400,0.3,120,59.2,50583,35,0.000691932
Shred A Way,JUNE,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,JUNE,Tire & Auto,Display,0,0.3,0,0,0,0,0
Southern Scarlett,JUNE,Retail,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,JUNE,Church & School,Display,500,0.3,150,154.73,53165,92,0.001730462
Synovus Minority Birmingham,JUNE,Banking,Display,1000,0.3,300,553.3,103137,270,0.002617877
Synovus Minority Naples,JUNE,Banking,Display,1000,0.3,300,343.96,87866,148,0.001684383
Synovus Minority Atlanta,JUNE,Banking,Display,1000,0.3,300,620.26,133339,322,0.002414897
Synovus Minority Sarasota,JUNE,Banking,Display,1000,0.3,300,394.8,110919,243,0.002190788
Synovus Minority Mobile,JUNE,Banking,Display,1000,0.3,300,616.02,117205,206,0.001757604
Synovus Minority Orlando,JUNE,Banking,Display,1000,0.3,300,359.84,111370,194,0.001741941
Synovus Minority Cape Coral,JUNE,Banking,Display,1000,0.3,300,602.19,114897,199,0.001731986
Synovus Minority Hilton Head,JUNE,Banking,Display,1000,0.3,300,436.72,108083,180,0.001665387
Synovus Albany Branding ,JUNE,Banking,Display,800,0.3,240,20.55,9557,55,0.005754944
Synovus Mobile Branding ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Tifton Branding ,JUNE,Banking,Display,750,0.3,225,127,74624,324,0.004341767
Synovus Sarasota Branding,JUNE,Banking,Display,750,0.3,225,0,0,0,0
Synovus Warner Robins Branding ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Valdosta Branding ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Caribbean ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Wellington ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Sarasota ,JUNE,Banking,Display,0,0.3,0,0,0,0,0
The Roofing Guys,JUNE,Roofing,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,JUNE,Tire & Auto,Display,1700,0.3,510,336.54,181011,568,0.003137931
Tyler Home Improvement,JUNE,Home Improvement,Display,0,0.3,0,0,0,0,0
Tuscan Rose Vineyards,JUNE,Winery,Display,0,0.3,0,0,0,0,0
Warrior Restoration,JUNE,Buildings,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,JUNE,Medical,Display,1100,0.3,330,907.1,119714,288,0.002405734
ACE Air ,MAY,HVAC,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,MAY,Dentist,Display,900,0.3,270,144.69,102495,279,0.002722084
AirLogic,MAY,HVAC,Display,0,0.3,0,0,0,0,0
Aletheia Digital,MAY,Marketing,Display,0,0.3,0,0,0,0,0
ASP Pools ,MAY,Landscaping & Pools,Display,700,0.3,210,246.65,156727,175,0.001116591
Avery Roof Services,MAY,Roofing,Display,0,0.3,0,0,0,0,0
Bennie Smith Funeral Homes,MAY,Funeral,Display,1000,0.3,300,348.54,106407,122,0.001146541
Beracah Homes,MAY,Housing,Display,1100,0.3,330,335.63,116054,146,0.001258035
Bethany Church,MAY,Church & School,Display,0,0.3,0,0,0,0,0
Brothers Gutters,MAY,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Butts Mill Farm ,MAY,,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,MAY,"Plumbing, HVAC",Display,1000,0.3,300,308.93,106365,258,0.00242561
Cheap Cheap Trees,MAY,,Display,0,0.3,0,0,0,0,0
Childress Dental,MAY,Dentist,Display,0,0.3,0,0,0,0,0
Chris Moore Roofing,MAY,Roofing,Display,350,0.3,105,118.79,43175,65,0.001505501
Claim Adjusters,MAY,,Display,0,0.3,0,0,0,0,0
Cofield Comfort Systems,MAY,HVAC,Display,500,0.3,150,160.42,56911,108,0.0018977
Columbus Hospice,MAY,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,MAY,Church & School,Display,400,0.3,120,149.88,53225,101,0.001897605
Complete Tire,MAY,Tire & Auto,Display,1000,0.3,300,1.11,411,0,0
Containers by Reaves,MAY,Waste Management,Display,500,0.3,150,48.23,53313,204,0.003826459
Custom Home Furniture,MAY,,Display,0,0.3,0,0,0,0,0
Custom Home Sleep Shop,MAY,,Display,0,0.3,0,0,0,0,0
Daniel Appliance,MAY,Appliance,Display,0,0.3,0,0,0,0,0
Dentistry for Children,MAY,Dentist,Display,500,0.3,150,151.49,53203,139,0.002612635
Desert Steel,MAY,Retail,Display,4000,0.3,1200,0,0,0,0
Do It Yourself Pest Control,MAY,,Display,0,0.3,0,0,0,0,0
Economy Air,MAY,HVAC,Display,4000,0.3,1200,0,0,0,0
Elements Lawn & Pest,MAY,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
E&S Clothing Warehouse,MAY,,Display,0,0.3,0,0,0,0,0
Five Star Painting ,MAY,,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,MAY,Tree Service,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,MAY,Waste Management,Display,250,0.3,75,0,0,0,0
Hinson Galleries,MAY,Furniture,Display,600,0.3,180,180.39,63854,86,0.001346822
iAct BIO Pediactric Diabetes Mellitus,MAY,Clinical Trials,Display,950,0.3,285,0,0,0,0
iAct Cardiomyopathy Trial,MAY,Clinical Trials,Display,950,0.3,285,0,0,0,0
iAct Celiac Disease,MAY,Clinical Trials,Display,950,0.3,285,0,0,0,0
iAct Incyte Ped Eczema,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer Two,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Galera Oral Mucositis,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Skin Infection,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pfizer AD ,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Ulcerative Colitis ,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Ulcerative Shire,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Vivus Adolescent Obes,MAY,Clinical Trials,Display,0,0.3,0,0,0,0,0
JAE of America,MAY,,Display,0,0.3,0,0,0,0,0
Law Office of Shanna Rose,MAY,,Display,0,0.3,0,0,0,0,0
Magic Bubbles,MAY,Cleaning,Display,0,0.3,0,0,0,0,0
Marty Rae's Furniture,MAY,Furniture,Display,1800,0.3,540,535.54,187700,257,0.001369206
Maps.org,MAY,Roofing,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,MAY,Roofing,Display,1000,0.3,300,158.02,113621,277,0.00243793
Martin Brothers Body Works,MAY,Tire & Auto,Display,0,0.3,0,0,0,0,0
McGuire's Portable Buildings,MAY,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,MAY,Medical,Display,375,0.3,112.5,155.64,53939,237,0.004393852
Mikata Japanese Restaurant,MAY,Restaurant,Display,0,0.3,0,0,0,0,0
Mold Zero,MAY,Home Improvement,Display,0,0.3,0,0,0,0,0
NATSB,MAY,Employment,Display,0,0.3,0,0,0,0,0
Northridge Vet,MAY,Veterinary,Display,0,0.3,0,10.91,7473,8,0.001070521
Overby Company,MAY,Office Supply,Display,400,0.3,120,129.61,30277,91,0.003005582
Overby Company,MAY,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,MAY,Garage Door,Display,500,0.3,150,90.53,55717,216,0.003876734
Parkside Dental,MAY,Dentist,Display,500,0.3,150,68.85,51527,118,0.002290062
Pink Monarch,MAY,Medical,Display,560,0.3,168,158.3,67946,319,0.004694905
Piano Crafters,MAY,Retail,Display,0,0.3,0,0,0,0,0
Platinum Roofing ,MAY,,Display,0,0.3,0,0,0,0,0
PRMC,MAY,Real Estate,Display,0,0.3,0,0,0,0,0
ProGuard 562,MAY,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Ragan Grading & Septic,MAY,Plumbing,Display,500,0.3,150,198.63,68021,186,0.00273445
Reliance Home Services,MAY,Roofing & HVAC,Display,1000,0.3,300,282.35,102860,169,0.00164301
Reliable Pool Enclosures,MAY,,Display,0,0.3,0,0,0,0,0
Rosenfelds Deli,MAY,Restaurant,Display,850,0.3,255,252.06,89880,164,0.001824655
Servpro CDW,MAY,Restoration & Cleaning,Display,2000,0.3,600,218.24,212949,457,0.002146054
"Servpro Harris, Meriwether, & Stewart",MAY,,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,MAY,Restoration & Cleaning,Display,300,0.3,90,106.35,41209,208,0.005047441
Shred A Way,MAY,Office Supply,Display,400,0.3,120,283.81,51402,144,0.002801447
Shred A Way,MAY,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,MAY,Tire & Auto,Display,0,0.3,0,0,0,0,0
Southern Scarlett,MAY,Retail,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,MAY,Church & School,Display,500,0.3,150,151.56,53169,88,0.0016551
Synovus Minority Birmingham,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Naples,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Atlanta,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Sarasota,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Mobile,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Orlando,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Cape Coral,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Minority Hilton Head,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Albany Branding ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Mobile Branding ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Tifton Branding ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Sarasota Branding,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Warner Robins Branding ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Valdosta Branding ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Caribbean ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Wellington ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,MAY,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Sarasota ,MAY,Banking,Display,0,0.3,0,0,0,0,0
The Roofing Guys,MAY,Roofing,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,MAY,Tire & Auto,Display,1700,0.3,510,431.58,217180,674,0.003103417
Tyler Home Improvement,MAY,Home Improvement,Display,0,0.3,0,0,0,0,0
Tuscan Rose Vineyards,MAY,Winery,Display,0,0.3,0,0,0,0,0
Warrior Restoration,MAY,Buildings,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,MAY,Medical,Display,1000,0.3,300,309.17,105799,427,0.004035955
Adams Family Dentistry,AUG,Dentist,Display,900,0.3,270,203.98,144597,145,0.001002787
