Company,Month,Service to Public,Campaign Type,Company Location,Paid to Ad,Percent,Spend,Spent,Impressions,Clicks,CRT,Goal
West Georgia Eye Care,NOV,Medical,Paid Search,,600,0.6,,347.59,2422,55,,
WK Eye - The Cataract Surgeons,NOV,Medical,Paid Search,,,0.6,,0.0,0,0,,
Adams Family Dentistry,DEC,Dentist,Paid Search,,600,0.6,,353.39,849,68,,
Advanced Cleaning Systems,DEC,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
Airfare Desk Inc.,DEC,Travel,Paid Search,,8409.2,0.6,,0.0,0,0,,
AirLogic,DEC,HVAC,Paid Search,,1000,0.6,,1068.32,5716,115,,
Alabama Funeral Homes & Cremation Center,DEC,Funeral,Paid Search,,,0.6,,0.0,0,0,,
Aletheia Digital,DEC,,Paid Search,,,0.6,,0.0,0,0,,
Allstar Heating & Air,DEC,HVAC,Paid Search,,,0.6,,0.0,0,0,,
America's Best Restoration,DEC,Roofing,Paid Search,,,0.6,,0.0,0,0,,
American Roofing and Restoration,DEC,Roofing,Paid Search,,1500,0.6,,1040.26,1445,104,,
ASP Pools,DEC,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Avery's Furniture,DEC,Furniture,Paid Search,,300,0.6,,175.44,2504,53,,
Ben's Locksmith,DEC,Locksmith,Paid Search,,,0.6,,0.0,0,0,,
Beracah Homes,DEC,Housing,Paid Search,,1600,0.6,,964.17,3548,324,,
Boyd Contracting,DEC,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,DEC,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Childress Dental,DEC,Dentist,Paid Search,,,0.6,,0.0,0,0,,
Chris Moore Roofing,DEC,Roofing,Paid Search,,1000,0.6,,582.84,1576,59,,
Columbus Custom Hardwoods,DEC,Flooring,Paid Search,,,0.6,,297.98,39094,84,,
Columbus Hospice,DEC,Medical,Paid Search,,1500,0.6,,902.69,2314,282,,
Complete Tire,DEC,Tire & Auto,Paid Search,,1000,0.6,,590.97,2826,115,,
Containers by Reaves,DEC,Waste Management,Paid Search,,,0.6,,0.0,0,0,,
D&H Backhoe Services,DEC,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Elements Lawn & Pest,DEC,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Elite Tree Service,DEC,Tree Service,Paid Search,,700,0.6,,421.06,2687,73,,
Fairway Carts - EZ Go,DEC,Golfing,Paid Search,,,0.6,,0.0,0,0,,
Fairway Carts - SKAG,DEC,Golfing,Paid Search,,,0.6,,0.0,0,0,,
Fence Doctor,DEC,Fencing,Paid Search,,,0.6,,0.0,0,0,,
First Baptist Church School,DEC,Church & School,Paid Search,,500,0.6,,310.62,1868,90,,
First Response Services,DEC,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
Fosters Tree Service,DEC,Tree Service,Paid Search,,,0.6,,0.0,0,0,,
Funderburk & Lane,DEC,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Green Team Dumpster Rentals,DEC,Waste Management,Paid Search,,,0.6,,0.0,0,0,,
Gutter Perfection,DEC,Roofing,Paid Search,,,0.6,,0.0,0,0,,
iAct Colorectal Cancer,DEC,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Diabetes Mellitus Trial,DEC,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Eczema Trial,DEC,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Oral Mucositis,DEC,Medical,Paid Search,,,0.6,,0.0,0,0,,
iAct Pancreatic Cancer,DEC,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Pneumonia Vaccine Trial,DEC,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Teen Obesity,DEC,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
Law Office of Sherry L. Johnson,DEC,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Majestic Carpet,DEC,Flooring,Paid Search,,625,0.6,,367.49,1716,49,,
Matt's Roofing & Gutters,DEC,Roofing,Paid Search,,1000,0.6,,613.95,842,43,,
McGuire's Portable Buildings,DEC,Buildings,Paid Search,,,0.6,,0.0,0,0,,
Mid GA Garage Doors,DEC,Buildings,Paid Search,,,0.6,,0.0,0,0,,
Midtown OB,DEC,Medical,Paid Search,,250,0.6,,185.44,957,57,,
Midtown OB Fibroids Trial,DEC,Medical,Paid Search,,,0.6,,0.0,0,0,,
Muse Kitchen & Bath,DEC,Home Improvement,Paid Search,,,0.6,,9.94,174,3,,
Northridge Vet,DEC,Veterinary,Paid Search,,500,0.6,,296.19,2295,69,,
Only Plumbing,DEC,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Overby Company,DEC,Office Supply,Paid Search,,400,0.6,,241.14,3283,37,,
Overhead Door Company,DEC,Garage Door,Paid Search,,1500,0.6,,962.62,4026,243,,
Overhead Door Pensacola,DEC,Garage Door,Paid Search,,,0.6,,0.0,0,0,,
Overhead Door -Watertown,DEC,Garage Door,Paid Search,,500,0.6,,303.91,2405,95,,
Parkside Dental,DEC,Dentist,Paid Search,,1000,0.6,,629.83,2460,84,,
Pink Monarch,DEC,Medical,Paid Search,,240,0.6,,175.84,643,29,,
PinProps,DEC,Real Estate,Paid Search,,,0.6,,0.0,0,0,,
Pioneer Comfort Systems,DEC,HVAC,Paid Search,,,0.6,,0.0,0,0,,
Proscape Colorants,DEC,Landscaping & Pools,Paid Search,,1000,0.6,,629.53,13017,219,,
Proway Turf,DEC,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Reliance Home Services,DEC,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Rusty's  Floor Coverings,DEC,Flooring,Paid Search,,,0.6,,36.33,511,6,,
Servpro CDW,DEC,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,DEC,Restoration & Cleaning,Paid Search,,600,0.6,,380.44,1334,37,,
Shred A Way,DEC,Office Supply,Paid Search,,400,0.6,,363.11,939,29,,
Smiths Radiator,DEC,Tire & Auto,Paid Search,,1000,0.6,,584.82,3057,138,,
Southeastern Insulation,DEC,Home Improvement,Paid Search,,800,0.6,,886.4,3440,135,,
Southern Services Carpet,DEC,Flooring,Paid Search,,500,0.6,,299.75,876,20,,
Synovus Wealth Management,DEC,Banking,Paid Search,,,0.6,,207.34,2211,25,,
The Roofing Guys,DEC,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Thompson West Plumbing,DEC,Plumbing,Paid Search,,1000,0.6,,549.99,2923,84,,
Tires First - Aletheia,DEC,Tire & Auto,Paid Search,,,0.6,,0.0,0,0,,
Top Notch Cleaning,DEC,Restoration & Cleaning,Paid Search,,500,0.6,,298.15,1464,57,,
Transmission Plus / AAA Parts & Salvage,DEC,Tire & Auto,Paid Search,,1440,0.6,,778.0,1812,109,,
AAA Parts & Salvage,DEC,Tire & Auto,Paid Search,,1000,0.6,,595.65,4470,189,,
Watson Plumbing,DEC,Plumbing,Paid Search,,500,0.6,,306.75,1016,50,,
West GA Custom Fence,DEC,Fencing,Paid Search,,,0.6,,0.0,0,0,,
West Georgia Eye Care,DEC,Medical,Paid Search,,600,0.6,,357.59,2888,52,,
WK Eye - The Cataract Surgeons,DEC,Medical,Paid Search,,2700,0.6,,1643.54,6729,201,,
Adams Family Dentistry,JAN,Dentist,Paid Search,,600,0.6,,354.67,2390,75,,
Advanced Cleaning Systems,JAN,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
Airfare Desk Inc.,JAN,Travel,Paid Search,,2183.46,0.6,,0.0,0,0,,
AirLogic,JAN,HVAC,Paid Search,,1000,0.6,,620.21,5584,78,,
Alabama Funeral Homes & Cremation Center,JAN,Funeral,Paid Search,,,0.6,,0.0,0,0,,
Aletheia Digital,JAN,,Paid Search,,,0.6,,0.0,0,0,,
Allstar Heating & Air,JAN,HVAC,Paid Search,,,0.6,,0.0,0,0,,
America's Best Restoration,JAN,Roofing,Paid Search,,,0.6,,0.0,0,0,,
American Roofing and Restoration,JAN,Roofing,Paid Search,,1500,0.6,,848.63,4203,102,,
ASP Pools,JAN,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Avery's Furniture,JAN,Furniture,Paid Search,,300,0.6,,185.22,2175,54,,
Ben's Locksmith,JAN,Locksmith,Paid Search,,,0.6,,0.0,0,0,,
Beracah Homes,JAN,Housing,Paid Search,,1100,0.6,,662.76,2625,258,,
Boyd Contracting,JAN,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,JAN,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Childress Dental,JAN,Dentist,Paid Search,,1000,0.6,,19.74,58,6,,
Chris Moore Roofing,JAN,Roofing,Paid Search,,1000,0.6,,587.37,1317,69,,
Columbus Custom Hardwoods,JAN,Flooring,Paid Search,,500,0.6,,302.41,3143,69,,
Columbus Hospice,JAN,Medical,Paid Search,,1500,0.6,,947.71,3278,297,,
Complete Tire,JAN,Tire & Auto,Paid Search,,1000,0.6,,609.6,4367,117,,
Containers by Reaves,JAN,Waste Management,Paid Search,,1000,0.6,,270.97,3747,78,,
D&H Backhoe Services,JAN,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Elements Lawn & Pest,JAN,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Elite Tree Service,JAN,Tree Service,Paid Search,,700,0.6,,422.59,2414,66,,
Fairway Carts - EZ Go,JAN,Golfing,Paid Search,,,0.6,,0.0,0,0,,
Fairway Carts - SKAG,JAN,Golfing,Paid Search,,,0.6,,0.0,0,0,,
Fence Doctor,JAN,Fencing,Paid Search,,500,0.6,,7.9,48,1,,
First Baptist Church School,JAN,Church & School,Paid Search,,500,0.6,,300.84,1173,68,,
First Response Services,JAN,Restoration & Cleaning,Paid Search,,625,0.6,,0.0,0,0,,
Fosters Tree Service,JAN,Tree Service,Paid Search,,500,0.6,,283.61,1786,41,,
Funderburk & Lane,JAN,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Green Team Dumpster Rentals,JAN,Waste Management,Paid Search,,,0.6,,0.0,0,0,,
Gutter Perfection,JAN,Roofing,Paid Search,,,0.6,,0.0,0,0,,
iAct Colorectal Cancer,JAN,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Diabetes Mellitus Trial,JAN,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Eczema Trial,JAN,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Oral Mucositis,JAN,Medical,Paid Search,,,0.6,,0.0,0,0,,
iAct Pancreatic Cancer,JAN,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Pneumonia Vaccine Trial,JAN,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Teen Obesity,JAN,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
Law Office of Sherry L. Johnson,JAN,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Majestic Carpet,JAN,Flooring,Paid Search,,625,0.6,,377.06,1485,46,,
Matt's Roofing & Gutters,JAN,Roofing,Paid Search,,1000,0.6,,582.29,4727,63,,
McGuire's Portable Buildings,JAN,Buildings,Paid Search,,,0.6,,0.0,0,0,,
Mid GA Garage Doors,JAN,Buildings,Paid Search,,,0.6,,0.0,0,0,,
Midtown OB,JAN,Medical,Paid Search,,250,0.6,,241.26,832,70,,
Midtown OB Fibroids Trial,JAN,Medical,Paid Search,,,0.6,,0.0,0,0,,
Muse Kitchen & Bath,JAN,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
Northridge Vet,JAN,Veterinary,Paid Search,,500,0.6,,295.54,1921,65,,
Only Plumbing,JAN,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Overby Company,JAN,Office Supply,Paid Search,,400,0.6,,283.2,3947,40,,
Overhead Door Company,JAN,Garage Door,Paid Search,,1500,0.6,,966.62,8408,239,,
Overhead Door Pensacola,JAN,Garage Door,Paid Search,,500,0.6,,79.73,1985,36,,
Overhead Door -Watertown,JAN,Garage Door,Paid Search,,500,0.6,,303.9,1563,73,,
Parkside Dental,JAN,Dentist,Paid Search,,1000,0.6,,613.45,1818,73,,
Pink Monarch,JAN,Medical,Paid Search,,240,0.6,,211.07,960,35,,
PinProps,JAN,Real Estate,Paid Search,,,0.6,,0.0,0,0,,
Pioneer Comfort Systems,JAN,HVAC,Paid Search,,1800,0.6,,1075.74,7748,122,,
Proscape Colorants,JAN,Landscaping & Pools,Paid Search,,1000,0.6,,616.34,13191,219,,
Proway Turf,JAN,Landscaping & Pools,Paid Search,,,0.6,,105.04,1007,24,,
Reliance Home Services,JAN,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Rusty's  Floor Coverings,JAN,Flooring,Paid Search,,,0.6,,0.0,0,0,,
Servpro CDW,JAN,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,JAN,Restoration & Cleaning,Paid Search,,600,0.6,,360.96,3130,61,,
Shred A Way,JAN,Office Supply,Paid Search,,400,0.6,,451.18,1276,47,,
Smiths Radiator,JAN,Tire & Auto,Paid Search,,1000,0.6,,630.15,4646,157,,
Southeastern Insulation,JAN,Home Improvement,Paid Search,,800,0.6,,452.15,3331,76,,
Southern Services Carpet,JAN,Flooring,Paid Search,,500,0.6,,289.98,1021,24,,
Synovus Wealth Management,JAN,Banking,Paid Search,,,0.6,,61.72,599,12,,
The Roofing Guys,JAN,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Thompson West Plumbing,JAN,Plumbing,Paid Search,,,0.6,,364.09,2891,58,,
Tires First - Aletheia,JAN,Tire & Auto,Paid Search,,,0.6,,0.0,0,0,,
Top Notch Cleaning,JAN,Restoration & Cleaning,Paid Search,,1500,0.6,,883.13,2840,100,,
Transmission Plus / AAA Parts & Salvage,JAN,Tire & Auto,Paid Search,,1440,0.6,,710.12,5014,152,,
AAA Parts & Salvage,JAN,Tire & Auto,Paid Search,,1000,0.6,,611.96,3933,208,,
Watson Plumbing,JAN,Plumbing,Paid Search,,500,0.6,,295.87,1388,41,,
West GA Custom Fence,JAN,Fencing,Paid Search,,,0.6,,0.0,0,0,,
West Georgia Eye Care,JAN,Medical,Paid Search,,600,0.6,,367.62,2927,49,,
WK Eye - The Cataract Surgeons,JAN,Medical,Paid Search,,2700,0.6,,1421.77,4909,184,,
Adams Family Dentistry,FEB,Dentist,Paid Search,,600,0.6,,343.83,1872,61,,
Advanced Cleaning Systems,FEB,Restoration & Cleaning,Paid Search,,400,0.6,,0.0,0,0,,
Airfare Desk Inc.,FEB,Travel,Paid Search,,4258.31,0.6,,0.0,0,0,,
AirLogic,FEB,HVAC,Paid Search,,1000,0.6,,572.0,2867,52,,
Alabama Funeral Homes & Cremation Center,FEB,Funeral,Paid Search,,,0.6,,0.0,0,0,,
Aletheia Digital,FEB,,Paid Search,,,0.6,,0.0,0,0,,
Allstar Heating & Air,FEB,HVAC,Paid Search,,500,0.6,,90.37,991,20,,
America's Best Restoration,FEB,Roofing,Paid Search,,,0.6,,0.0,0,0,,
American Roofing and Restoration,FEB,Roofing,Paid Search,,1500,0.6,,877.15,4745,88,,
ASP Pools,FEB,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Avery's Furniture,FEB,Furniture,Paid Search,,300,0.6,,175.2,1984,49,,
Ben's Locksmith,FEB,Locksmith,Paid Search,,,0.6,,0.0,0,0,,
Beracah Homes,FEB,Housing,Paid Search,,1100,0.6,,659.84,2265,241,,
Boyd Contracting,FEB,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,FEB,"Plumbing, HVAC",Paid Search,,2011,0.6,,1246.92,12484,267,,
Childress Dental,FEB,Dentist,Paid Search,,1000,0.6,,611.84,4805,139,,
Chris Moore Roofing,FEB,Roofing,Paid Search,,1000,0.6,,587.41,1221,61,,
Columbus Custom Hardwoods,FEB,Flooring,Paid Search,,500,0.6,,307.95,1909,63,,
Columbus Hospice,FEB,Medical,Paid Search,,1500,0.6,,914.6,3532,282,,
Complete Tire,FEB,Tire & Auto,Paid Search,,1000,0.6,,602.12,3218,105,,
Containers by Reaves,FEB,Waste Management,Paid Search,,1000,0.6,,591.78,7098,168,,
D&H Backhoe Services,FEB,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Elements Lawn & Pest,FEB,Landscaping & Pools,Paid Search,,1500,0.6,,175.82,1321,24,,
Elite Tree Service,FEB,Tree Service,Paid Search,,700,0.6,,408.4,2506,68,,
Fairway Carts - EZ Go,FEB,Golfing,Paid Search,,,0.6,,0.0,0,0,,
Fairway Carts - SKAG,FEB,Golfing,Paid Search,,,0.6,,0.0,0,0,,
Fence Doctor,FEB,Fencing,Paid Search,,500,0.6,,316.06,2802,83,,
First Baptist Church School,FEB,Church & School,Paid Search,,500,0.6,,292.73,1151,59,,
First Response Services,FEB,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
Fosters Tree Service,FEB,Tree Service,Paid Search,,500,0.6,,338.24,1772,35,,
Funderburk & Lane,FEB,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Green Team Dumpster Rentals,FEB,Waste Management,Paid Search,,,0.6,,0.0,0,0,,
Gutter Perfection,FEB,Roofing,Paid Search,,1200,0.6,,332.18,2529,58,,
iAct Colorectal Cancer,FEB,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Diabetes Mellitus Trial,FEB,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Eczema Trial,FEB,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Oral Mucositis,FEB,Medical,Paid Search,,,0.6,,0.0,0,0,,
iAct Pancreatic Cancer,FEB,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Pneumonia Vaccine Trial,FEB,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Teen Obesity,FEB,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
Law Office of Sherry L. Johnson,FEB,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Majestic Carpet,FEB,Flooring,Paid Search,,625,0.6,,370.41,1178,40,,
Matt's Roofing & Gutters,FEB,Roofing,Paid Search,,1000,0.6,,619.94,3767,51,,
McGuire's Portable Buildings,FEB,Buildings,Paid Search,,1800,0.6,,704.8,18697,290,,
Mid GA Garage Doors,FEB,Buildings,Paid Search,,,0.6,,0.0,0,0,,
Midtown OB,FEB,Medical,Paid Search,,250,0.6,,189.85,858,54,,
Midtown OB Fibroids Trial,FEB,Medical,Paid Search,,,0.6,,0.0,0,0,,
Muse Kitchen & Bath,FEB,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
Northridge Vet,FEB,Veterinary,Paid Search,,500,0.6,,304.8,2068,69,,
Only Plumbing,FEB,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Overby Company,FEB,Office Supply,Paid Search,,400,0.6,,283.37,3320,34,,
Overhead Door Company,FEB,Garage Door,Paid Search,,1500,0.6,,916.56,6228,202,,
Overhead Door Pensacola,FEB,Garage Door,Paid Search,,500,0.6,,319.74,5441,108,,
Overhead Door -Watertown,FEB,Garage Door,Paid Search,,500,0.6,,331.28,1598,73,,
Parkside Dental,FEB,Dentist,Paid Search,,1000,0.6,,675.13,1762,74,,
Pink Monarch,FEB,Medical,Paid Search,,240,0.6,,125.75,501,29,,
PinProps,FEB,Real Estate,Paid Search,,,0.6,,0.0,0,0,,
Pioneer Comfort Systems,FEB,HVAC,Paid Search,,1800,0.6,,1095.13,4284,87,,
Proscape Colorants,FEB,Landscaping & Pools,Paid Search,,1000,0.6,,591.85,5215,192,,
Proway Turf,FEB,Landscaping & Pools,Paid Search,,,0.6,,117.4,1400,16,,
Reliance Home Services,FEB,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Rusty's  Floor Coverings,FEB,Flooring,Paid Search,,,0.6,,0.0,0,0,,
Servpro CDW,FEB,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,FEB,Restoration & Cleaning,Paid Search,,600,0.6,,495.75,1766,39,,
Shred A Way,FEB,Office Supply,Paid Search,,200,0.6,,128.09,338,15,,
Smiths Radiator,FEB,Tire & Auto,Paid Search,,1000,0.6,,623.87,3910,143,,
Southeastern Insulation,FEB,Home Improvement,Paid Search,,800,0.6,,494.97,3481,83,,
Southern Services Carpet,FEB,Flooring,Paid Search,,500,0.6,,336.64,552,26,,
Synovus Wealth Management,FEB,Banking,Paid Search,,,0.6,,112.18,1526,22,,
The Roofing Guys,FEB,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Thompson West Plumbing,FEB,Plumbing,Paid Search,,2000,0.6,,173.12,1039,16,,
Tires First - Aletheia,FEB,Tire & Auto,Paid Search,,,0.6,,0.0,0,0,,
Top Notch Cleaning,FEB,Restoration & Cleaning,Paid Search,,1500,0.6,,984.91,2907,92,,
Transmission Plus / AAA Parts & Salvage,FEB,Tire & Auto,Paid Search,,1440,0.6,,862.21,5644,170,,
AAA Parts & Salvage,FEB,Tire & Auto,Paid Search,,1000,0.6,,597.62,3401,211,,
Watson Plumbing,FEB,Plumbing,Paid Search,,500,0.6,,292.05,1232,38,,
West GA Custom Fence,FEB,Fencing,Paid Search,,,0.6,,0.0,0,0,,
West Georgia Eye Care,FEB,Medical,Paid Search,,600,0.6,,355.16,2794,50,,
WK Eye - The Cataract Surgeons,FEB,Medical,Paid Search,,2700,0.6,,1643.54,3974,151,,
Adams Family Dentistry,MAR,Dentist,Paid Search,,600,0.6,,362.89,1766,66,,
Advanced Cleaning Systems,MAR,Restoration & Cleaning,Paid Search,,400,0.6,,122.95,791,29,,
Airfare Desk Inc.,MAR,Travel,Paid Search,,3757.78,0.6,,0.0,0,0,,
AirLogic,MAR,HVAC,Paid Search,,1000,0.6,,621.59,3432,44,,
Alabama Funeral Homes & Cremation Center,MAR,Funeral,Paid Search,,1000,0.6,,388.8,1591,675,,
Aletheia Digital,MAR,,Paid Search,,,0.6,,0.0,6,0,,
Allstar Heating & Air,MAR,HVAC,Paid Search,,,0.6,,265.71,1470,0,,
America's Best Restoration,MAR,Roofing,Paid Search,,,0.6,,0.0,0,0,,
American Roofing and Restoration,MAR,Roofing,Paid Search,,1500,0.6,,913.55,4737,96,,
ASP Pools,MAR,Landscaping & Pools,Paid Search,,400,0.6,,26.21,177,23,,
Avery's Furniture,MAR,Furniture,Paid Search,,300,0.6,,179.57,1849,46,,
Ben's Locksmith,MAR,Locksmith,Paid Search,,3702,0.6,,2928.19,9290,297,,
Beracah Homes,MAR,Housing,Paid Search,,1100,0.6,,661.32,2286,191,,
Boyd Contracting,MAR,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,MAR,"Plumbing, HVAC",Paid Search,,2251,0.6,,1324.12,11151,308,,
Childress Dental,MAR,Dentist,Paid Search,,1000,0.6,,658.94,2803,65,,
Chris Moore Roofing,MAR,Roofing,Paid Search,,1000,0.6,,588.2,1745,64,,
Columbus Custom Hardwoods,MAR,Flooring,Paid Search,,500,0.6,,300.96,2392,60,,
Columbus Hospice,MAR,Medical,Paid Search,,1500,0.6,,851.39,3259,385,,
Complete Tire,MAR,Tire & Auto,Paid Search,,1000,0.6,,592.81,3080,94,,
Containers by Reaves,MAR,Waste Management,Paid Search,,1000,0.6,,616.89,5765,167,,
D&H Backhoe Services,MAR,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Elements Lawn & Pest,MAR,Landscaping & Pools,Paid Search,,1500,0.6,,771.42,6466,99,,
Elite Tree Service,MAR,Tree Service,Paid Search,,700,0.6,,424.92,2780,66,,
Fairway Carts - EZ Go,MAR,Golfing,Paid Search,,400,0.6,,244.44,1057,80,,
Fairway Carts - SKAG,MAR,Golfing,Paid Search,,400,0.6,,244.13,2655,68,,
Fence Doctor,MAR,Fencing,Paid Search,,500,0.6,,307.89,3184,90,,
First Baptist Church School,MAR,Church & School,Paid Search,,500,0.6,,306.4,1084,69,,
First Response Services,MAR,Restoration & Cleaning,Paid Search,,,0.6,,384.09,1384,48,,
Fosters Tree Service,MAR,Tree Service,Paid Search,,800,0.6,,523.6,2547,64,,
Funderburk & Lane,MAR,Lawyer,Paid Search,,,0.6,,0.0,0,0,,
Green Team Dumpster Rentals,MAR,Waste Management,Paid Search,,250,0.6,,200.67,858,45,,
Gutter Perfection,MAR,Roofing,Paid Search,,1200,0.6,,793.26,8309,152,,
iAct Colorectal Cancer,MAR,Clinical Trials,Paid Search,,,0.6,,0.0,0,18,,
iAct Diabetes Mellitus Trial,MAR,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Eczema Trial,MAR,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Oral Mucositis,MAR,Medical,Paid Search,,,0.6,,0.0,0,0,,
iAct Pancreatic Cancer,MAR,Clinical Trials,Paid Search,,,0.6,,0.0,0,10,,
iAct Pneumonia Vaccine Trial,MAR,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Teen Obesity,MAR,Clinical Trials,Paid Search,,,0.6,,0.0,0,7,,
Law Office of Sherry L. Johnson,MAR,Lawyer,Paid Search,,,0.6,,0.0,0,5,,
Majestic Carpet,MAR,Flooring,Paid Search,,625,0.6,,364.35,1475,35,,
Matt's Roofing & Gutters,MAR,Roofing,Paid Search,,1000,0.6,,619.42,2596,64,,
McGuire's Portable Buildings,MAR,Buildings,Paid Search,,1950,0.6,,1154.86,9923,481,,
Mid GA Garage Doors,MAR,Buildings,Paid Search,,,0.6,,0.0,0,0,,
Midtown OB,MAR,Medical,Paid Search,,250,0.6,,223.27,763,52,,
Midtown OB Fibroids Trial,MAR,Medical,Paid Search,,,0.6,,0.0,0,0,,
Muse Kitchen & Bath,MAR,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
Northridge Vet,MAR,Veterinary,Paid Search,,500,0.6,,295.63,1454,71,,
Only Plumbing,MAR,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Overby Company,MAR,Office Supply,Paid Search,,400,0.6,,290.19,3358,37,,
Overhead Door Company,MAR,Garage Door,Paid Search,,1500,0.6,,965.17,5408,230,,
Overhead Door Pensacola,MAR,Garage Door,Paid Search,,500,0.6,,338.71,3866,99,,
Overhead Door -Watertown,MAR,Garage Door,Paid Search,,500,0.6,,311.93,1382,84,,
Parkside Dental,MAR,Dentist,Paid Search,,1000,0.6,,565.2,2280,65,,
Pink Monarch,MAR,Medical,Paid Search,,240,0.6,,139.02,587,25,,
PinProps,MAR,Real Estate,Paid Search,,,0.6,,0.0,0,72,,
Pioneer Comfort Systems,MAR,HVAC,Paid Search,,1800,0.6,,1040.08,4415,116,,
Proscape Colorants,MAR,Landscaping & Pools,Paid Search,,1000,0.6,,665.39,5486,218,,
Proway Turf,MAR,Landscaping & Pools,Paid Search,,,0.6,,131.43,1753,3,,
Reliance Home Services,MAR,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Rusty's  Floor Coverings,MAR,Flooring,Paid Search,,500,0.6,,0.0,0,0,,
Servpro CDW,MAR,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,MAR,Restoration & Cleaning,Paid Search,,600,0.6,,417.54,4322,58,,
Shred A Way,MAR,Office Supply,Paid Search,,200,0.6,,184.9,356,13,,
Smiths Radiator,MAR,Tire & Auto,Paid Search,,1000,0.6,,616.28,3271,152,,
Southeastern Insulation,MAR,Home Improvement,Paid Search,,800,0.6,,478.58,2657,77,,
Southern Services Carpet,MAR,Flooring,Paid Search,,500,0.6,,307.82,674,25,,
